tokens,label
farrel due to make us tv debut actor colin farrel is to make hi debut on us televis in medic sitcom scrub accord to hollywood newspap daili varieti the film star who recent play the titl role in histor blockbust alexand will make cameo appear as an unruli irishman the episod featur the year old will be screen on januari farrel appear is said to be result of hi friendship with zach braff who star in the programm it will be the actor first appear on the small screen sinc he appear in bbc seri ballykissangel in the gentl sunday night drama came to an end in he ha sinc becom one of hollywood fastest rise star with string role in major leagu film such as minor report phone booth and daredevil farrel is pencil in to play the role of crockett in film version of polic drama miami vice scrub which appear on the nbc network in the us and ha been shown on channel on british televis is an off beat comedi about group of hospit doctor other film star to have appear in scrub includ heather graham while friend actor matthew perri ha guest star and direct an episod of the show it lead star zach braff ha recent been seen on the big screen in garden state which he also direct,1
jol joy at profession cup win tottenham manag martin jol acclaim hi player for their patienc in their fa cup fifth round victori over determin nottingham forest side we had the initi but it wasn easi it wa profession sort of perform the dutchman said forest play with lot of player behind the ball in the first half but at they were dead and buri look ahead to the quarter final jol said newcastl have got veri good side and they are alway difficult howev he ad that hi side who are four place abov the magpi in the premiership were not afraid of anyon robbi kean skipper for the night and scorer of the crucial second goal echo hi manag sentiment on the last eight match they re on high but we re confid and in the last few game we ve play well and hope we can go there and get the win he said he conced the win over forest which includ goal from noe pamarot and mido wa not pretti to watch it wasn the best display but it all about the result the irishman said we knew it wa go to be difficult with the condit the pitch wasn the best but we still tri to pass it we dug in and the gaffer said to us at half time to keep be patient and that the goal will come forest manag gari megson conced hi team did not deserv anyth after poor perform if you play like we did and conced two goal from corner you re go to have an uphil battl against veri good team he said if we defend in the championship like we did we ll not get anoth point we were organis but felt at time we thought the system would be enough but we didn look like score,3
mansfield leyton orient an second half goal from andi scott condemn mansfield to ninth success game without win earli in the second half wayn carlisl cross wa met by scott and he blast the ball home from just outsid the penalti area as orient chase second mansfield had to clear alan white header off the line and kevin pilkington save well from michael simpson by the end mansfield fan were chant for the head of chairman keith haslam pilkington talbot buxton dimech artel corden murray curti neil warn barker sub not use white mcintosh wood lloyd herron harrison lockwood donni barnard white macki scott saah simpson carlisl lee barnard ibehr sub not use morri wardley newey zakuani mcmahon scott mathieson cheshir,3
warn over tsunami aid websit net user are be told to avoid scam websit that claim to collect cash on behalf of tsunami victim the site look plausibl becaus it use an old version of the offici disast emerg committe webpag howev dec ha no connect with the fake site and say it ha contact the polic about it the site is just the latest in long list of scam that tri to cash in on the goodwil gener by the tsunami disast the link to the websit is contain in spam mail that is current circul the messag subject line read urgent tsunami earthquak appeal and it text bear all the poor grammar and bad spell that characteris mani other phish attempt the web address of the fake site is decuk org which could be close enough to the offici www dec org uk address to confus some peopl keen to donat patricia sander spokeswoman for the disast emerg committe said it wa awar of the site and had contact the comput crime unit at scotland yard to help get it shut down she said the spam mail direct peopl to the site start circul two day ago shortli after the domain name of the site wa regist it is thought that the fake site is be run from romania ms sander said dec had contact us net registrar who handl domain ownership and the net host firm that is keep the site on the web dec wa go to push for all cash donat via the site to be hand over to the offici organis bt and dec host compani were also make effort to get the site shut down she said ms sander said send out spam mail to solicit donat wa not dec style and that it would never canvass support in thi way she said that dec hope to get the fake site shut down as soon as possibl all attempt by the bbc news websit to contact the peopl behind the site have fail none of the mail address suppli on the site work and the real owner of the domain is obscur in publicli avail net record thi is not the first attempt to cash in on the outpour of goodwil that ha accompani appeal for tsunami aid one mail sent out in earli januari came from someon who claim that he had lost hi parent in the disast and wa ask for help move an inherit from bank account in the netherland the con wa veri similar to the familiar nigerian forward fee fraud mail that milk money out of peopl by promis them cut of much larger cash pile other scam mail includ link to websit that supposedli let peopl donat money but instead load spywar on their comput that grab confidenti inform in monthli report anti viru firm sopho said that two mail messag about the tsunami made it to the top hoax list dure januari anoth tsunami relat mail is also circul that carri the zar worm which tri to spread via the familiar rout of microsoft outlook mail program anyon open the attach of the mail will have their contact list plunder by the worm keen to find new address to send itself to,4
elect deal falter over heath role the tori fail to hold onto power in after liber demand sir edward heath quit in return for co oper document releas after year reveal the fail negoti by the then prime minist follow the dramat februari gener elect liber leader jeremi thorp appear will to form coalit govern but it partli collaps over the conserv leader own role prompt the queen to ask harold wilson to form labour govern the februari gener elect surpris the nation when it creat hung parliament with no parti in overal control sir edward had gone to the countri for fresh mandat amid the spiral econom crisi miner strike and the subsequ three day week labour emerg with the most seat but it mp were short of the number mr wilson need to form major sir edward who had receiv more vote but had fewer mp believ he had the author to remain at number provid the liber mp would support hi govern he said the liber could keep out labour in three way lend ad hoc support to hi minor govern help draw up the govern programm or have up to three cabinet member in coalit with the conserv accord to the document releas at the nation archiv the friendli and easi first meet indic that both sir edward and mr thorp thought they had the make of deal mr thorp wa in high spirit have just led hi parti to histor jump in support he also argu for grand coalit of all three main parti but sir edward said that wa imposs becaus the labour left wa set against it and the pair settl on tri for conserv liber pact hour later sir edward hope of deal unravel as mr thorp colleagu refus to support him jeremi said he wa encount rather embarrass problem with hi colleagu about the prime minist person read telephon memo for mr heath they feel they could not agre to serv as long as he is the prime minist ask if thi wa hi own view he said no it wa not am veri close to ted and thought he wa by far the most abl man we had and he would be perfectli happi to serv it wa onli some of hi colleagu who were be difficult the follow day the stickl point had clearli becom two fold mr thorp colleagu want elector reform and sir edward resign mr thorp told sir edward am sorri thi is obvious hell nightmar on stilt for you somehow person hope that we can work someth out four hour later sir edward call the liber leader back to down street in last attempt at deal the minut of the meet show how the chanc of coalit govern quickli evapor the pm said he wa bound to tell mr thorp that hi colleagu had told him that they would not agre to serv under ani other prime minist mr thorp wa at liberti to verifi thi by talk to one or two of the prime minist colleagu document show that sir edward mull over resign and perhap return to coalit govern in labour led coalit but he alreadi knew mr wilson would not form coalit with either the liber or the conserv becaus of the opposit of the labour left within hour of hi final talk with mr thorp sir edward told the nation he wa resign and the queen invit mr wilson to form new minor govern,2
johansson take adelaid victori second seed joachim johansson won hi second career titl with win over taylor dent at the australian hardcourt championship in adelaid the swede wa made to graft american dent surviv three break point in the fifth game of the match but johansson got the breakthrough with sublim backhand return winner and won the second set with more eas hi first tournament win wa at memphi in help him leap from th in the world rank to number afterward dent said he rate us open semi finalist johansson as top contend at the australian open which start on januari believ men tenni is all about hold serv and if he play like that on hi own serv don see how guy are go to break him said dent johansson wa more restrain in hi assess have to improv my serv if go to go all the way in melbourn,3
heart livingston heart wrap up their scottish cup quarter final tie against livingston with two goal in the first minut lee miller score insid the open second head over colin meldrum and into the net from jami mcallist free kick mcallist himself score the second when he met saul mikoliuna cross at the back post to put the game beyond the visitor craig easton head in controversi goal after an hour but heart held on the open goal came after gu bahoken had clumsili foul miller yard from goal mcallist float the free kick into the livi box and miller outjump the static visit defenc to loop hi header from yard over meldrum with just minut on the clock the home side doubl their lead mikoliuna sprint down the right cross to the back post where mcallist race in to head past meldrum moment later miller came close to grab hi second with first time drive from yard which skim the bar then mcallist pick up pass from stephen simmon and drove an angl shot from yard narrowli past meldrum far post the impress mikoliuna twice went close befor half time low drive wa comfort gather by meldrum and then he curl left foot shot past the keeper right hand post livi manag richard gough made three chang at the interv bring on defend goran stanic midfield gabor vincz and striker ferenc horvath for bahoken derek lilley and mark wilson but in the open stage of the second period littl chang howev the west lothian side gave themselv lifelin with controversi goal eric deloumeaux sent jason dair away on the right and he tri to give the ball to mcpake who look to be in an offsid posit the livi striker ignor the pass howev and dair ran on to it and play easton in at the back post and he head home from close rang the home side call for offsid against mcpake but refere alan freeland ignor their claim and point to the centr circl livi went all out for the equalis in the th minut burton brien wa haul back at the edg of the box by neil macfarlan but dair sent hi shot just inch wide gordon webster miller hartley neilson mcallist simmon macfarlan berra burchil wyness mikoliuna cesnauski wallac moilanen kizi berra webster miller mcallist meldrum mcname bahoken stanic deloumeaux strong dair easton mark wilson vincz lilley horvath brien mcpake mckenzi hand vincz horvath easton freeland,3
bank opt to leav rate on hold the bank of england ha left interest rate on hold at for sixth month in row the bank monetari polici committe mpc decid to take no action amid mix signal from the economi but some economist predict further rise in the cost of borrow will come later thi year interest rate rose five time between novemb and august as soar hous price and buoyant consum data spark inflat fear bank of england governor mervyn king ha recent warn against place too much weight on one month econom data suggest the mpc is wait for clearer pictur to emerg economist see next week inflat report from the mpc as key in assess whether further interest rate rise is necessari to keep the economi in check slower consum spend and quieter hous market are like to have convinc the mpc that rate should be left unchang in recent month inflat howev ha been rise faster than expect hit an annual rate of in decemb it highest level in six month data on wednesday also show manufactur output rose at it fastest rate sinc may last month reinforc view that econom growth wa stronger than forecast and recent hous survey from the halifax and nationwid have indic price are still rise albeit at slower pace than in recent year philip shaw chief economist at investec secur said he believ rate would remain at for the rest of the year although strong econom data could lead to further hike the econom landscap ha chang quit consider over the last coupl of month he said growth appear stronger and the mpc may becom more concern about inflat trend howard archer economist at global insight said the mpc may well consid that the balanc of risk to the growth and inflat outlook have move from the downsid to the upsid busi group welcom the mpc wide expect move to leav rate on hold and caution against further rise the british chamber of commerc bcc said it wa concern by the clamour in some quarter for earli interest rate increas we believ that these demand should be firmli resist said david frost bcc director gener manufactur still face extrem seriou problem and is perform poorli in spite of the recent revis figur ian mccafferti chief economist at the cbi said the mpc face an interest challeng consum appear to have pull in their horn over the holiday period and export are struggl with the strength of sterl he said howev the broader economi continu to show healthi growth and the tight labour market and buoyant commod price are nudg inflat higher,0
dvd copi protect strengthen dvd will be harder to copi thank to new anti piraci measur devis by copi protect firm macrovis the pirat dvd market is enorm becaus current copi protect wa hack more than five year ago macrovis say it new ripguard technolog will thwart most but not all of the current dvd rip copi program use to pirat dvd ripguard is design to reduc dvd rip and the result suppli of illeg peer to peer said the firm macrovis said the new technolog will work in nearli all current dvd player when appli to the disc but it did not specifi how mani machin could have problem with ripguard the new technolog will be welcom by hollywood film studio which are increasingli reli on revenu from dvd sale the film industri ha step up effort to fight dvd piraci in the last month take legal action against websit which offer pirat copi of dvd movi for download ultim we see ripguard dvd evolv beyond anti piraci and toward enabl of legitim onlin transact in tomorrow digit home and the upcom high definit format said steve weinstein execut vice presid and gener manag of macrovis entertain technolog group macrovis said ripguard wa design to plug the digit hole that wa creat by so call decss ripper softwar it circumv content scrambl system measur place on dvd and let peopl make perfect digit copi of copyright dvd in minut those copi could then be burn onto blank dvd or upload for exchang to peer to peer network macrovis said ripguard would also prevent against rent rip and return where peopl would rent dvd copi it and then return the origin ripguard is expect to be roll out on dvd from the middl of the compani said the new system work specif to block most rip program if use those program will now most like crash the compani said macrovis ha said that rip guard can be updat if hacker find way around the new anti copi measur,4
john peel replac show begin the perman replac for late dj john peel bbc radio show goe on air on tuesday with three host chosen to fill the legendari present slot rock dj huw stephen will go on air in the slot everi tuesday with black music champion ra kwame on wednesday and danc dj rob da bank on thursday rob da bank fill in after peel had heart attack age in octob all three will play divers unpredict and non commerci song under the banner of the onemus show radio said the station wa not tri to replac peel but would rise to the challeng of keep hi legaci aliv with unpredict music the three dj were chosen for their in depth music knowledg across varieti of music genr the station said rob da bank is one of the host of the blue room an earli morn weekend show which play electron and danc music huw stephen ha been one half of the thursday night show bethan and huw in wale which explor new music especi up and come act in wale and ra kwame is host of homegrown on radio digit station xtra dedic to showcas the best hip hop and garag anoth chang to the station line up will see sara cox return after matern leav she will host the lunchtim show on saturday from thi week good luck to all three of them not one dj could fill peel boot so it probabl good idea to get them all contribut thi time next year hope we are say how well these dj have done but fear thi time next year we will realli realis how much john peel will be forev miss veri good idea to continu the legaci without attempt to replac john peel also there will sure be wider spectrum for intern music as three top radio dj unit under the one world name congratul the whole glori of john peel wa the fact he wa not commit to one genr he play what he like across the rang of music thi is not go to be the same and all they seem to be do is what they alreadi have bring back steve lamacq the obviou heir to john peel is the marvel wonder and talent clair kember from totallyradio com thi ladi is young and fresh and is one of the most knowledg and likeabl peopl in british broadcast today everyon who listen to her show understand and compar her to the ledgendari john peel bbc radio should seek out the real talent from internet radio station peopl who are make real impact on the world of music and the world in gener,1
council must find gypsi site minist are tell council to find more site for travel amid continu row concern string of unauthoris encamp council are also to be given stronger power to move on illeg settlement by gypsi commun on rural land more money is to be given to council to develop offici caravan park said hous minist yvett cooper in novemb mp urg minist to make council creat site becaus travel have no place to stop ms cooper said an annual scheme to refurbish exist travel site would now be extend to consid council bid for new stop place that scheme ha paid out in four year with avail for there are two major problem in the plan system at the moment concern gypsi and travel site said ms cooper firstli local author are not identifi enough appropri locat either for privat or public site and secondli they do not have enough power to deal swiftli with develop on inappropri site the result is that there are too mani develop on inappropri site caus tension and difficulti for both the neighbour commun and the gypsi and travel that is whi we are consult on new oblig on local author to identifi more appropri site as well as new power to take immedi action if the develop is in the wrong place and cannot be toler in even the short term becaus of risk to local amen and the environ under the new regul expect to be in forc in the spring offici will be abl to serv temporari stop notic aim at prevent work on site befor council ha had chanc to obtain full legal ban mani mp with rural constitu particularli in eastern england have been press the govern to creat stronger enforc power say villag are suffer becaus of the legal delay in remov illeg encamp andrew ryder of the travel law reform coalit said we welcom talk about an oblig on council to identifi land for gypsi and travel so long as it is real oblig as oppos to recommend which could be and wa easili ignor new accommod propos for travel need to be back up with decent fund and intervent by the govern when council attempt to dodg their toward travel as they often do live on the side of the road or be worn down by plan appeal legal action and evict is no one idea of fun in their novemb report mp from the committe scrutinis the offic for the deputi prime minist respons for hous said most illeg travel encamp were caus by lack of place to stop numer commun and council were pay for lengthi and expens evict against travel commun said the mp in turn the problem had worsen becaus council were reluct to voluntarili provid site becaus of resist from resid two of the most controversi travel site cottenham in cambridgeshir and mineti in wiltshir remain embroil in an ongo legal battl,2
franz ferdinand art school lesson scottish rock band franz ferdinand who shot to promin in have won two brit award with their self titl debut franz ferdinand have achiev what most rock band crave high credibl and critic acclaim while also sell stack of cd they have risen to the head of the uk art rock rank with an album of song that are catchi creativ and origin enough to sound fresh with cool spiki fun sound previous associ with band like talk head they hit upon style that had been out of fashion for while and so wa ripe for anoth air their first uk singl hit number three last januari follow by two more top hit while the album ha sold more than copi in month on releas in septemb it wa name album of the year win the prestigi mercuri music prize on the festiv circuit they have been one of the main attract for huge crowd at glastonburi in the park and read leed they have also found success in japan europ and the us by septemb the album had sold in the state and total sale were push two million worldwid they have been nomin for three grammi award in the us as well as the us music industri shortlist award but lost the shortlist prize to us band tv on the radio nevertheless franz ferdinand were the onli uk band to win an mtv video music award thi year take the breakthrough video crown for take me out the four piec met two year ago when drummer paul thomson wa work at the glasgow art school where bassist bob hardi wa studi singer alex kaprano wa studi english at univers but had friend at art school and the line up wa complet when guitarist nick mccarthi move from munich germani to the citi at the turn of the year kaprano told bbc news onlin the band were fed up with seriou band in that post rock thing that seem to be do it damndest to avoid ani bloodi tune we want peopl to go away from the gig hum the tune that we were sing but at the same time bring an edg to it franz ferdinand had question they ask themselv everi time they wrote song kaprano said where the fun in that they ponder at everi stage make enjoy the top prioriti and ensur they did not disappear up their own muso posterior the band start out with diy ethic that saw them take over disus art deco warehous in glasgow and renam it the chateau the venu soon becam legendari so well known that the polic spent month tri to find it eventu raid it and arrest kaprano but the charg of run an illeg bar and contraven health and safeti fire hazard and nois abat law were drop the band took over an abandon victorian courtroom and jail instead and name that the chateau the buzz about the band soon spread around the music industri and record label turn up to one gig in glasgow which the band thought wa total ridicul realli glad it wa almost comic becaus we weren overwhelm by the serious of it kaprano said they sign with independ label domino home of smog sebadoh and four tet in june,1
levi take whitbread novel prize orang prize winner andrea levi ha seen her book small island win the whitbread novel of the year award she is now favourit to win the overal prize after beat booker winner alan hollinghurst the line of beauti geraldin mccaughrean ha pick up the children fiction award for the third time for not the end of the world all the categori winner go through to compet for the whitbread book of the year titl which carri with it prize panel of judg includ sir trevor mcdonald actor hugh grant and writer joann harri will meet up on januari to decid the overal winner with the announc be made later that even bookmak william hill ha place london base levi novel as the favourit to win small island levi fourth novel is set in post war england and centr on landladi and her lodger one is jamaican who join british troop to fight hitler but find life difficult out of uniform when he settl in london the judg who includ author jenni colgan and amanda craig were full of prais for her write what could have been didact or preachi prospect turn out to hilari move human and eye pop it hard to think of anybodi not enjoy it wrote the judg the first novel section wa won by susan fletcher for eve green beat the favourit jonathan strang and mr norrel by susanna clark fletcher ha recent graduat from graduat from the univers of east anglia creativ write cours waterston fiction writer buyer suzi door said it is great to see susan fletcher win in the first novel categori as rel unknown author thi award will give her exposur to wider and mass audienc that she may not have reach and is perfect exampl of the influenc of the whitbread fresh out of univers she is certainli one to watch in the biographi categori it wa john guy the life of mari queen of scot that wa pick as winner the judg call it an impress and readabl piec of scholarship which cannot fail but leav the reader move and intrigu by thi most tragic and likeabl of queen guy ha publish mani histori includ tudor england he is fellow at clare colleg cambridg and becam honorari research professor of the univers of st andrew in michael symmon robert fourth collect of poem scoop the poetri award hi work mix mystic erotica and philosophi through life death and resurrect as well as write poetri symmon robert also make documentari film children winner mccaughrean who went into magazin publish after studi teach previous won the whitbread prize in with littl lower than angel and in with gold dust she ha previous been the winner of the blue peter book of the year,1
concern at school diploma plan final appeal are be made for the govern not to ditch the reform plan for england secondari school put forward by the tomlinson report the govern respons to the plan for four tier diploma to replac all exist qualif is expect next week some are worri it could be scupper if as toni blair and ruth kelli have suggest gcse and level stay sir mike tomlinson himself wa brief onli thi week he is said to be feel more comfort about what the govern is like to say than if he had read onli what wa in newspap in the earlier part of the week but the govern wa said to be still rewrit it respons on friday it will be tragedi if the govern come through with half heart respons said the chairman of the common educ select committe labour mp barri sheerman hi main concern wa the report that there would be diploma but onli to replac exist vocat qualif we must tackl head on the structur mess that is our secondari educ system he wrote in the time educ supplement it is not the case that the academ stream in secondari is fine while the vocat rout is desper weak the qualif and curriculum author qca ha also told the govern not to compromis the qca said the potenti step chang in particip and attain lay in the integr of the whole diploma ani partial implement of the propos would in our view compromis that integr said it chairman sir anthoni greener it is sign of the qca concern that it advic went to minist last decemb but wa publicis onli recent but peopl understand that white paper respons is govern polici and ha to command wider ministeri support than if it were come onli from the depart for educ and skill they may be content if it doe not close too mani door in write whatev spin is put on it the chief inspector of school david bell also said recent that gcse and level should go one of the reason whi so strongli in favour of these term disappear over time is that it good for the symbol of chang to be seen right across the system he said if we don say thi is sea chang in educ we will miss great opportun univers and head teacher in both the independ and state sector have also back the tomlinson propos which includ have higher grade at advanc level to differenti between the brightest student note of concern ha been express repeatedli by the employ organis the cbi which complain of lack of skill in an attempt to address thi the tomlinson plan is for test in function math and literaci decidedli not gcse it ha been suggest the govern will take step of some sort to meet firm concern on thi score anoth dissent is sir mike tomlinson predecessor as chief school inspector professor chri woodhead who ha said there is no need for such massiv upheav the conserv parti ha put forward plan to revert to system of have onli the brightest percentag of student each year get the top level grade no matter how well the other have done,2
sociedad set to rescu mladenov ranger are set to loan out of favour midfield dragan mladenov to real sociedad despit the closur of the januari transfer window sociedad have been given special permiss by the spanish fa to sign player due to an injuri crisi mladenov will effect replac former ranger midfield mikel arteta who ha been loan to everton sociedad say they will pay ranger with an option to buy the serbia montenegro intern mladenov loan move is subject to him pass medic the year old who join ranger from red star belgrad for in the close season is expect in san sebastian later thi week follow hi nation side game against bulgaria sociedad are in th place in the strong primera liga just two point abov the releg zone special permiss from the spanish fa came after an injuri to central defend igor jauregi the versatil mladenov can also play in the back four hi agent said last month that ranger had told him to find the player new club mladenov time at ibrox ha been plagu with injuri and he ha made just six start in six month with the glasgow club,3
school to take part in mock poll record number of school across the uk are to take part in mock gener elect back by the govern some school have alreadi sign up for the vote mock elect run by the hansard societi and aim at boost interest in polit pupil in the school take part will learn the skill of speech writer canvass and polit candid school minist stephen twigg said engag young peopl interest wa essenti to the futur of democraci he ad said young peopl who are engag and motiv by the polit process are essenti to the futur health of our democraci the mock elect initi provid an opportun for pupil to develop their own understand of how the democrat process work and whi it matter by experienc the elect process first hand from run campaign to the declar of the final result we hope that young peopl will develop the enthusiasm to take part in the futur the hansard societi the elector commiss and the depart for educ and skill are run the programm pupil will stand as parti candid speech writer and canvass michael rafteri project manag at the hansard societi said the vote mock elect for school mirror the excit and buzz of real elect rais awar of citizenship and the benefit of activ democraci the mock vote will take place around may wide expect to be the date of the gener elect inform pack includ ballot paper and manifesto guid with elect happen in earli may were sent out to the school invit to take part,2
slovakia seal hopman cup success slovakia clinch the hopman cup for the second time by beat argentina in saturday final in perth daniela hantuchova put the third seed ahead recov from terribl start to beat gisela dulko dominik hrbati who had not lost set in hi three singl match in the group stage then upset world number seven guillermo coria hantuchova and hrbati then won the mix doubl after coria wa forc to withdraw becaus of sore back slovakia win made up for last year final defeat to the unit state would like to congratul daniela hrbati said wa so nervou watch her today almost had heart attack also feel littl sorri for guillermo becaus get veri excit whenev play for my countri show lot of emot and play such good tenni world number hantuchova rank two place abov dulko look nervou as she drop the first four game of the match dulko who had lost all three of her singl match in the group stage grew in confid and took the open set in just minut but hantuchova hit back to take the next two and the match wa so nervou becaus realli want to win for the team and for dominik as he play so well all week she said didn think wa play my best but just tri to hang in there and fight hard for everi point for my countri slovakia won the cup on their first appear in when karol kucera and karina habsudova beat franc,3
richard and judi choos top book the author shortlist for richard and judi book award in are hope for boost in sale follow the success of thi year winner the tv coupl interest in the book world coin the term the richard judi effect and creat the top two best sell paperback of so far the finalist for includ andrew taylor the american boy and robbi william autobiographi feel thi year winner alic sebold the love bone sold over one million joseph connor star of the sea came second and saw sale increas by the best read award on richard madeley and judi finnigan channel show is part of the british book award david mitchel booker shortlist novel cloud atla make it into thi year top along with sever lesser known work there no doubt that thi year select of book club entri is the best yet if anyth the choic is even wider than last time said madeley it wa veri hard to follow last year extrem success list but we think thi year book will do even better said richard and judi execut produc amanda ross we were spoil for choic and it wa tough get down to onli from the submit,1
takeov rumour lift exel share share in storag and deliveri firm exel close up at two and half year high on tuesday on specul it is to receiv an immin takeov bid the talk in the citi is that us giant unit parcel servic up is the most like bidder for the firm yet other name mention in connect to buy exel are dhl owner deutsch post and financ firm ge capit with it share close tuesday at bracknel base exel is current valu at bn bn exel employ peopl in more than countri and ha itself been activ in the consolid of the logist sector pay to buy fellow uk firm tibbett britten last august it custom includ boot burberri mothercar and consum product giant procter gambl andrew beh of broker ing said up and deutsch post were the most like bidder and an offer of share would be fair if bid battl did not break out it great strateg fit for both compani he said both are interest in expand in logist and you can make decent case for cost synergi which could justifi the premium and that befor you make ani argument about revenu synergi,0
blog read explod in america american are becom avid blog reader with million get hook in accord to new research the survey conduct by the pew internet and american life project show that blog readership ha shot up by in the last year some of thi growth is attribut to polit blog written and read dure the us presidenti campaign despit the explos growth more than of onlin american have still never heard of blog the survey found blog or web log are onlin space in which peopl can publish their thought opinion or spread news event in their own word compani such as googl and microsoft provid user with the tool to publish their own blog the rise of blog ha spawn new desir for immedi news and inform with six million american now use rss aggreg rss aggreg are download to pc and are program to subscrib to feed from blog news site and other websit the aggreg automat compil the latest inform publish onlin from the blog or news site read blog remain far more popular than write them the survey found onli of the million us adult who use the internet had creat blog or web base diari get involv is becom more popular though with say they had post materi or comment on other peopl blog just under one in of the us internet user read polit blog such as the daili ko or instapundit dure the us presidenti campaign kerri voter were slightli more like to read them than bush voter blog creator were like to be young well educ net savvi male with good incom and colleg educ the survey found thi wa also true of the averag blog reader although the survey found there wa greater than averag growth in blog readership among women and those in minor the survey wa conduct dure novemb and involv telephon survey of internet user,4
eu referendum question unveil the question to be ask in the referendum on the eu constitut ha been unveil by the govern it will be should the unit kingdom approv the treati establish constitut for the european union the constitut will be incorpor into uk law if there is ye vote in the referendum expect in critic say the constitut is further step toward feder europ but advoc say it ensur effect oper of the enlarg state eu if we reject thi treati britain will be isol and weak in europ said foreign secretari jack straw who along with the rest of the cabinet will back ye vote patriot by definit want the uk to be prosper at home and strong and influenti abroad mr straw said our role as lead member of the eu is crucial part of secur that conserv shadow foreign secretari michael ancram said the referendum question seem straightforward but he accus the govern of tri to confus the issu by put the eu referendum question in the same bill as the ratif of the constitut when they should be treat as two separ issu despit thi underhand trick the referendum bill stood no chanc of becom law befor the elect he ad thi is toni blair cheap gestur to the pro constitut lobbi while he run scare of debat on europ he know he cannot win neil brien director of anti constitut group vote no said the realiti is that the govern doesn want to discuss the eu constitut ahead of the elect becaus they know it is extrem unpopular with voter and with busi the uk independ parti said if the govern believ that no vote would mean that we should leav the european union they should just ask us if we want to leav the eu then we can be out of it and better off much sooner liber democrat leader charl kennedi who back the constitut said he expect the referendum would come in the first half of next year he told bbc radio today programm the sooner we get on with thi the better he said the question sound veri neutral and balanc ad it would enabl the argument to be enjoin fairli and squar on both side green mep carolin luca welcom toni blair courag in keep hi word on hold referendum but she ad thi treati is flaw document that will make the eu less account less sustain and less just mr blair sign the constitut at ceremoni in rome in novemb but had alreadi made it clear the issu would be put to voter in referendum that promis came after sustain pressur from opposit parti jack straw who argu the constitut reflect british vision for europ and give nation govern stronger grip ha said the referendum could be held in spring but in an interview with the financi time mr blair refus to be pin down to that date say britain would hold poll some time in but when don know the paper said the prime minist claim ignor of when other countri were plan to hold their referendum,2
lib dem target first time buyer the liber democrat have unveil plan to build new afford home on publicli own land the parti scheme would allow peopl to buy share in home through mutual home ownership trust as way of get onto the hous ladder the lib dem would also encourag the convers of exist build in an effort to protect greenfield site labour ha alreadi announc plan to help first time buyer and the tori would extend right to buy scheme all the major parti are focus on the issu in the run up to the elect after survey suggest first time buyer could not afford home in of uk town the lib dem say their mutual home would let peopl buy share of properti usual worth about of the build cost parti leader charl kennedi said the home would be afford becaus they would be built on surplu public sector land donat by central or local govern peopl would also onli have to pay for the cost of the build and not the land he ad they would spend about of their monthli salari on rent and buy extra share in the properti when they move hous they would be abl to cash in on ani rise in properti price by sell their share it would also allow council to vari discount to tenant given the right to buy their council home so local need were taken into account mr kennedi said mutual home will offer peopl the opportun to build up an equiti stake in home gradual invest onli as much as they can afford there are also plan to prevent high hous price forc peopl out of their local commun the kind of golden share use by the lib dem in south shropshir could be roll out more wide under the plan council secur deal with develop where they keep share in properti scheme so properti cannot be sold on the open market instead they are sold at build cost to peopl who the local council decid have local need the parti say it help for first time buyer can be fund at no extra cost to the taxpay but the plan involv chang the vat system which the parti say often make it too expens to renov exist build the conserv claim the plan would amount to an extra tax of up to on everi new hous thi is typic of lib dem hypocrisi said tori shadow local govern secretari carolin spelman they claim that they want to help peopl on to the properti ladder but the small print of their polici reveal how they intend to price even more peopl out of the hous market the flagship tori propos on hous polici is to give million more hous associ tenant the right to buy their home labour ha said it will allow council and hous associ tenant to buy share in their home hous minist keith hill said much of the lib dem plan mimick the govern strategi howev as usual the lib dem propos are complet uncost he said mr hill said he also ask whether the lib dem would match labour promis to spend bn on make refurbish and repair council home by,2
